tag,epoch,exit_indices,train_loss,val_loss,val_policy_acc,val_exit1_acc,val_exit2_acc,val_exit3_acc,val_exit4_acc,val_avg_exit,val_avg_depth_cost_ratio,lr_backbone,lr_heads
main,1,"7,12,17",3.600273887011661,2.848265084550866,0.6915288558893014,0.134323320958488,0.19979750253121836,0.7141410732365845,0.6915288558893014,3.8342895713803578,0.9907099845462458,0.00014985200463212036,0.0009990133642141358
main,2,"7,12,17",2.6619753526277368,2.570358117850616,0.7418157273034087,0.18359770502868714,0.3503206209922376,0.7745528180897738,0.741478231522106,3.612217347283159,0.9717746949215766,0.00014940860259858585,0.000996057350657239
main,3,"7,12,17",2.3737641013643893,2.4464818791606078,0.7522780965237934,0.2200472494093824,0.4242321970975363,0.7931150860614242,0.7522780965237934,3.513668579142761,0.9628221752491252,0.00014867154380465166,0.0009911436253643444
main,4,"7,12,17",2.2097933060374446,2.3620362233922485,0.7661154235572055,0.26189672629092137,0.4873439082011475,0.7971650354370571,0.7664529193385082,3.426932163347958,0.9547755653054337,0.00014764373708464731,0.0009842915805643156
main,5,"7,12,17",2.0901120951216265,2.3593401086921832,0.7570030374620317,0.26965912926088426,0.506918663516706,0.7954775565305434,0.7563280458994263,3.4161322983462705,0.9495177362914543,0.00014632923872213652,0.0009755282581475769
main,6,"7,12,17",2.0013120279122454,2.2650839364733844,0.7823152210597367,0.29294633817077287,0.5241309483631454,0.8049274384070199,0.7823152210597367,3.379345258184273,0.9460184379274207,0.00014473323644161886,0.0009648882429441258
main,7,"7,12,17",1.936435684581895,2.2654262927992295,0.7752278096523794,0.29767127910901114,0.5464056699291259,0.8015524805939925,0.7738778265271684,3.330745865676679,0.9373501252286979,0.0001428620289349515,0.0009524135262330099
main,8,"7,12,17",1.8835722566995314,2.274354280228153,0.7691528855889301,0.3192710091123861,0.5656429294633817,0.8012149848126898,0.7671279109011138,3.334120823489706,0.9373145993569817,0.00014072300100328978,0.0009381533400219318
main,9,"7,12,17",1.8273515067531703,2.314344779205129,0.7438407019912251,0.32804589942625717,0.5737428282146473,0.7900776240296996,0.7418157273034087,3.3779952750590616,0.9367106595378084,0.00013832459441265115,0.0009221639627510075
main,10,"7,12,17",1.7887989919254568,2.1867595986261024,0.7802902463719203,0.33378332770840363,0.599392507593655,0.8069524130948363,0.7799527505906176,3.2919338508268647,0.9279890580315114,0.00013567627457812108,0.0009045084971874736
main,11,"7,12,17",1.7488766114682919,2.2551821840803163,0.7701653729328384,0.3381707728653392,0.6020924738440769,0.7971650354370571,0.7684778940263247,3.302396220047249,0.9244187079240457,0.0001327884932081842,0.0008852566213878945
main,12,"7,12,17",1.7218026273045746,2.1586267244481894,0.7745528180897738,0.362470469119136,0.6166047924400945,0.8018899763752954,0.7735403307458657,3.267296658791765,0.9247029148977742,0.00012967264705660586,0.0008644843137107056
main,13,"7,12,17",1.687684313958117,2.2070171684579916,0.7806277421532231,0.3651704353695579,0.6371920350995612,0.8018899763752954,0.7802902463719203,3.2794465069186636,0.9194450858837948,0.00012634103294465165,0.0008422735529643443
main,14,"7,12,17",1.664551243186608,2.1040515177482453,0.7991900101248735,0.3584205197435032,0.6365170435369558,0.8089773877826527,0.7985150185622679,3.2170097873776577,0.9114695276835355,0.0001228067992311517,0.0008187119948743448
main,15,"7,12,17",1.637744563608989,2.2202409681660717,0.7748903138710767,0.38373270334120824,0.6409044886938913,0.7985150185622679,0.7735403307458657,3.260884238947013,0.9152707959571558,0.00011908389392193548,0.0007938926261462366
main,16,"7,12,17",1.613603964726016,2.11187075413927,0.7910901113736079,0.3931825852176848,0.652716841039487,0.8066149173135336,0.7910901113736079,3.2375970300371244,0.9131214807183331,0.00011518700962342472,0.0007679133974894982
main,17,"7,12,17",1.5955793401856195,2.041593347817227,0.8025649679379008,0.39520755990550116,0.6655416807289909,0.807289908876139,0.8018899763752954,3.2301721228484643,0.9122333339254312,0.00011113152555762863,0.0007408768370508576
main,18,"7,12,17",1.5777149137864965,2.086134239422724,0.7914276071549106,0.38575767802902466,0.6604792440094499,0.8059399257509281,0.7917651029362133,3.2055349308133647,0.9067445867452972,0.00010693344686738043,0.0007128896457825362
main,19,"7,12,17",1.558508094089892,2.0321301448357256,0.8049274384070199,0.4083698953763078,0.6733040836989538,0.8120148498143773,0.8056024299696254,3.167397907526156,0.9003321669005453,0.00010260934145135084,0.0006840622763423389
main,20,"7,12,17",1.5432768478729892,2.0102583156660363,0.8052649341883227,0.4076949038137023,0.6824164697941276,0.8113398582517719,0.8049274384070199,3.163685453931826,0.8990709984546246,9.817627457812104e-05,0.0006545084971874735
main,21,"7,12,17",1.5267938545450754,2.037309267816212,0.8022274721565981,0.404319946000675,0.6905163685453932,0.803577455281809,0.8025649679379008,3.147148160647992,0.8963532692683446,9.365174153736408e-05,0.0006243449435824271
main,22,"7,12,17",1.515672780158751,1.9987967723614053,0.8059399257509281,0.41849476881538983,0.6874789065136686,0.8126898413769827,0.8069524130948363,3.1481606479919,0.8992486278132049,8.905359859392934e-05,0.0005936906572928622
main,23,"7,12,17",1.4989255277255482,2.009131772953475,0.8120148498143773,0.4154573067836652,0.6868039149510631,0.817414782315221,0.8130273371582856,3.1420857239284508,0.8964420839476348,8.439999251732282e-05,0.000562666616782152
main,24,"7,12,17",1.4887764512649295,2.0150064305200233,0.8032399595005062,0.41478231522105974,0.6942288221397233,0.81235234559568,0.8029024637192035,3.172122848464394,0.8973835195481109,7.97092889646985e-05,0.0005313952597646566
main,25,"7,12,17",1.4797497960321968,2.1152235298111677,0.7944650691866352,0.4134323320958488,0.6969287883901452,0.7948025649679379,0.7948025649679379,3.224434694566318,0.8989288949677602,7.5e-05,0.0004999999999999998
main,26,"7,12,17",1.4664512720708356,1.9390945986159702,0.8180897738778266,0.43300708741140737,0.7030037124535943,0.8211272359095512,0.8194397570030375,3.1208234897063787,0.890491500435192,7.02907110353015e-05,0.00046860474023534314
main,27,"7,12,17",1.456039837420121,2.017863172797629,0.81235234559568,0.41511981100236245,0.6905163685453932,0.8120148498143773,0.8133648329395883,3.1576105298683768,0.8921434534699895,6.560000748267718e-05,0.00043733338321784774
main,28,"7,12,17",1.4453342214626979,1.9498890471788342,0.8234897063786702,0.4400944988187648,0.7165035437057037,0.8258521768477894,0.8245021937225785,3.1171110361120484,0.8905092633710499,6.094640140607065e-05,0.00040630934270713756
main,29,"7,12,17",1.4364506245930468,1.9346620083418482,0.817414782315221,0.42591967600404995,0.7124535943300708,0.8207897401282483,0.817414782315221,3.1167735403307457,0.8877915341847701,5.6348258462635886e-05,0.00037565505641757246
main,30,"7,12,17",1.4278555171763967,1.9456267930992222,0.817414782315221,0.43503206209922374,0.7178535268309146,0.8180897738778266,0.818764765440432,3.1042861964225446,0.8835106666429827,5.182372542187897e-05,0.00034549150281252633
main,31,"7,12,17",1.4203568680696563,1.9312969535498694,0.8194397570030375,0.4323320958488019,0.7124535943300708,0.8245021937225785,0.8204522443469456,3.1400607492406345,0.8883777110680853,4.739065854864918e-05,0.00031593772365766105
main,32,"7,12,17",1.4146389764524128,1.9188327115812376,0.8248396895038812,0.4387445156935538,0.7107661154235572,0.8278771515356058,0.8258521768477894,3.1063111711103613,0.8860330035348242,4.306655313261955e-05,0.00028711035421746355
main,33,"7,12,17",1.4044465955515633,1.9393011433749114,0.8160647991900101,0.4252446844414445,0.6992912588592642,0.8194397570030375,0.817414782315221,3.149173135335808,0.8888573103362524,3.8868474442371344e-05,0.0002591231629491422
main,34,"7,12,17",1.3996516535510435,1.914082575801897,0.8214647316908539,0.43806952413094835,0.7219034762065474,0.8218022274721566,0.8214647316908539,3.071886601417482,0.8770449579906567,3.4812990376575235e-05,0.00023208660251050145
main,35,"7,12,17",1.3944028077273185,1.912018044711849,0.8170772865339183,0.44076949038137025,0.7158285521430983,0.8204522443469456,0.8180897738778266,3.1059736753290585,0.8835994813222728,3.0916106078064525e-05,0.00020610737385376337
main,36,"7,12,17",1.387679899464823,1.945523860082005,0.8160647991900101,0.44481943975700305,0.7151535605804927,0.8140398245021937,0.8170772865339183,3.1360107998650015,0.8880935040943566,2.719320076884827e-05,0.00018128800512565502
main,37,"7,12,17",1.3843832926450022,1.9274878279807959,0.8248396895038812,0.4363820452244347,0.7181910226122173,0.8278771515356058,0.8255146810664866,3.113061086736416,0.8862461587651207,2.365896705534835e-05,0.00015772644703565555
main,38,"7,12,17",1.3792999779711206,1.9257533419506396,0.8258521768477894,0.44954438069524133,0.7259534255821802,0.8241646979412758,0.8268646641916976,3.087411407357408,0.8792830879087695,2.0327352943394153e-05,0.00013551568628929425
main,39,"7,12,17",1.3735497346392709,1.8983609465139764,0.8275396557543031,0.44954438069524133,0.7279784002699966,0.8268646641916976,0.8285521430982112,3.1120485993925078,0.883137644989964,1.7211506791815817e-05,0.00011474337861210535
main,40,"7,12,17",1.368809872209378,1.9635775006384693,0.8191022612217347,0.439757003037462,0.7222409719878502,0.8221397232534593,0.8191022612217347,3.126560917988525,0.8815567436985986,1.432372542187895e-05,9.549150281252626e-05
main,41,"7,12,17",1.3695597984371846,1.8950823143531936,0.8278771515356058,0.46135673304083696,0.7293283833952076,0.8302396220047249,0.8285521430982112,3.0968612892338845,0.8797093983693625,1.1675405587348887e-05,7.783603724899252e-05
main,42,"7,12,17",1.3647375561258748,1.9024779136382846,0.8278771515356058,0.4431319608504894,0.7246034424569693,0.8329395882551468,0.8288896388795141,3.0944988187647655,0.8783771781800096,9.276998996710233e-06,6.184665997806817e-05
main,43,"7,12,17",1.3623983822373402,1.885428401331945,0.8305771177860277,0.44785690178872767,0.7273034087073912,0.835302058724266,0.8315896051299358,3.070874114073574,0.8757127378013039,7.13797106504855e-06,4.7586473766990294e-05
main,44,"7,12,17",1.361022027242323,1.8946264455176027,0.8302396220047249,0.4438069524130948,0.7279784002699966,0.8302396220047249,0.8309146135673304,3.102598717516031,0.8800824200223814,5.26676355838115e-06,3.5111757055874305e-05
main,45,"7,12,17",1.3586004827607723,1.8853917060733605,0.8326020924738441,0.4583192710091124,0.7323658454269322,0.8315896051299358,0.8336145798177523,3.0867364157948027,0.8774712684512496,3.670761277863486e-06,2.4471741852423218e-05
main,46,"7,12,17",1.3568382174601583,1.9047447253110399,0.8221397232534593,0.4471819102261222,0.7225784677691529,0.8241646979412758,0.8231522105973675,3.1137360782990213,0.885002753255058,2.356262915352678e-06,1.5708419435684507e-05
main,47,"7,12,17",1.354612480599249,1.9731181788758334,0.8234897063786702,0.4353695578805265,0.7219034762065474,0.8093148835639554,0.8234897063786702,3.154573067836652,0.8828179121445192,1.328456195348346e-06,8.856374635655634e-06
main,48,"7,12,17",1.3561187442805354,1.8873358184809303,0.8285521430982112,0.46203172460344244,0.7273034087073912,0.8329395882551468,0.8295646304421195,3.1063111711103613,0.8806330710339805,5.913974014141676e-07,3.942649342761115e-06
main,49,"7,12,17",1.3553959935665227,1.9182344846857426,0.8224772190347621,0.4414444819439757,0.7205534930813365,0.823827202159973,0.8231522105973675,3.129260884238947,0.8846830204096133,1.4799536787963308e-07,9.866357858642198e-07
main,50,"7,12,17",1.3551226891233512,1.8931527522380314,0.8302396220047249,0.4468444144448194,0.7256159298008775,0.8322645966925414,0.8309146135673304,3.085723928450894,0.878128497077997,0.0,0.0
