t1,t2,t3,eval_distortion,blur_sigma,noise_sigma,policy_acc,exit1_acc,exit2_acc,exit3_acc,exit4_acc,avg_exit,avg_depth_cost_ratio,exit1_count,exit2_count,exit3_count,exit4_count,lat_full_ms,lat_early_ms,speedup_x,latency_samples,exit_indices
0.99,0.97,0.95,none,,,0.8284749923289353,0.44246701442160175,0.7186253451979134,0.8306228904571955,0.8287818349186867,3.4176127646517336,0.931945543515124,98,383,838,1940,6.264823333333021,6.514636999999889,0.9616534786716632,300,"7,12,17"
0.95,0.9,0.85,none,,,0.8278613071494323,0.44246701442160175,0.7186253451979134,0.8306228904571955,0.8287818349186867,3.0816201288738876,0.8777636020090115,221,702,926,1410,6.072142999999813,6.059965000000034,1.0020095825635593,300,"7,12,17"
0.9,0.85,0.8,none,,,0.8284749923289353,0.44246701442160175,0.7186253451979134,0.8306228904571955,0.8287818349186867,2.9558146670757903,0.8546050612877699,298,804,901,1256,6.363350333333623,6.234426333332834,1.0206793685750182,300,"7,12,17"
0.8,0.75,0.7,none,,,0.8272476219699294,0.44246701442160175,0.7186253451979134,0.8306228904571955,0.8287818349186867,2.783369131635471,0.8220151483341677,397,970,834,1058,6.359534333333983,5.910283333333979,1.076011753525627,300,"7,12,17"
0.7,0.6,0.5,none,,,0.8220312979441546,0.44246701442160175,0.7186253451979134,0.8306228904571955,0.8287818349186867,2.538815587603559,0.7789764377190291,497,1237,797,728,6.299160666666713,5.714939666667031,1.102226975974429,300,"7,12,17"
