tag,epoch,exit_indices,train_loss,val_loss,val_policy_acc,val_exit1_acc,val_exit2_acc,val_exit3_acc,val_exit4_acc,val_avg_exit,val_avg_depth_cost_ratio,lr_backbone,lr_heads
place_5_9_15,1,"5,9,15",3.8980607523985613,3.1974233501149802,0.7232534593317583,0.0982112723590955,0.16942288221397234,0.45730678366520416,0.7232534593317583,3.9247384407694903,0.9875304190276569,0.00014985200463212036,0.0009990133642141358
place_5_9_15,2,"5,9,15",3.046606359937432,2.821589417848642,0.7492406344920689,0.12521093486331422,0.26695916301046235,0.632467094161323,0.7485656429294634,3.832939588255147,0.9687194699539939,0.00014940860259858585,0.000996057350657239
place_5_9_15,3,"5,9,15",2.719086748697681,2.6451513098173756,0.7651029362132973,0.14984812689841376,0.3121835977050287,0.6949038137023287,0.7640904488693891,3.7455281808977388,0.9520400731832956,0.00014867154380465166,0.0009911436253643444
place_5_9_15,4,"5,9,15",2.5312411300857853,2.5482386421441148,0.7664529193385082,0.17583530205872427,0.3584205197435032,0.7222409719878502,0.7644279446506919,3.6706041174485318,0.9389843153276373,0.00014764373708464731,0.0009842915805643156
place_5_9_15,5,"5,9,15",2.4051430773779043,2.4826483837945856,0.781977725278434,0.1869726628417145,0.38002024974687815,0.7408032399595005,0.7802902463719203,3.602092473844077,0.9260351350871272,0.00014632923872213652,0.0009755282581475769
place_5_9_15,6,"5,9,15",2.302323844096982,2.4354290757032815,0.7829902126223423,0.20789740128248396,0.40263246709416134,0.7634154573067836,0.7813027337158286,3.5669929125885926,0.9196049523065172,0.00014473323644161886,0.0009648882429441258
place_5_9_15,7,"5,9,15",2.2323017666714833,2.3824680552786766,0.7863651704353696,0.22645966925413433,0.43098211272359094,0.7647654404319946,0.7840026999662504,3.547418157273034,0.9170648524788176,0.0001428620289349515,0.0009524135262330099
place_5_9_15,8,"5,9,15",2.1720170225988578,2.3609166896065625,0.7904151198110023,0.23253459331758353,0.4427944650691866,0.7681403982450219,0.7900776240296996,3.4792440094498818,0.9033163401246959,0.00014072300100328978,0.0009381533400219318
place_5_9_15,9,"5,9,15",2.116305652142842,2.347521168132348,0.7836652041849477,0.2473844076949038,0.44616942288221395,0.7748903138710767,0.7823152210597367,3.4809314883563958,0.9024992450752262,0.00013832459441265115,0.0009221639627510075
place_5_9_15,10,"5,9,15",2.069884884834094,2.3106626561474166,0.8029024637192035,0.2531218359770503,0.46068174147823154,0.7813027337158286,0.8012149848126898,3.4670941613229833,0.90246371920351,0.00013567627457812108,0.0009045084971874736
